function_call,dictionary
add_notes,"{'name': 'add_notes', 'description': 'Add notes to a specific category', 'parameters': {'type': 'object', 'properties': {'category': {'type': 'string', 'description': 'The category of the notes, e.g. Work, Personal, etc.'}, 'note': {'type': 'string', 'description': 'The content of the note'}}, 'required': ['category', 'note']}}"
make_appointment,"{'name': 'make_appointment', 'description': 'Schedule an appointment', 'parameters': {'type': 'object', 'properties': {'date': {'type': 'string', 'description': 'The date for the appointment'}, 'time': {'type': 'string', 'description': 'The time for the appointment'}, 'description': {'type': 'string', 'description': 'A description of the appointment'}}, 'required': ['date', 'time', 'description']}}"
generate_jwt_token,"{'name': 'generate_jwt_token', 'description': 'Generate a JWT (JSON Web Token)', 'parameters': {'type': 'object', 'properties': {'payload': {'type': 'object', 'description': 'The payload to be encoded in the token'}, 'secret_key': {'type': 'string', 'description': 'The secret key used for signing the token'}}, 'required': ['payload', 'secret_key']}}"
calculate_returns,"{'name': 'calculate_returns', 'description': 'Calculate the returns on an investment', 'parameters': {'type': 'object', 'properties': {'initial_investment': {'type': 'number', 'description': 'The initial investment amount'}, 'rate_of_return': {'type': 'number', 'description': 'The rate of return on the investment'}, 'duration': {'type': 'integer', 'description': 'The duration of the investment in years'}}, 'required': ['initial_investment', 'rate_of_return', 'duration']}}"
find_file,"{'name': 'find_file', 'description': 'Find a file in a directory', 'parameters': {'type': 'object', 'properties': {'directory': {'type': 'string', 'description': 'The directory to search in'}, 'filename': {'type': 'string', 'description': 'The name of the file to find'}}, 'required': ['directory', 'filename']}}"
get_concert_info,"{'name': 'get_concert_info', 'description': 'Get information about upcoming concerts', 'parameters': {'type': 'object', 'properties': {'artist': {'type': 'string', 'description': 'The name of the artist or band'}, 'city': {'type': 'string', 'description': 'The city where the concert will take place'}, 'date': {'type': 'string', 'description': 'The date of the concert'}}, 'required': ['artist', 'city', 'date']}}"
encode_image,"{'name': 'encode_image', 'description': 'Encode an image file to a different format', 'parameters': {'type': 'object', 'properties': {'image_path': {'type': 'string', 'description': 'The path to the image file'}, 'output_format': {'type': 'string', 'description': 'The desired output format'}}, 'required': ['image_path', 'output_format']}}"
calculate_shopping_discount,"{'name': 'calculate_shopping_discount', 'description': 'Calculate the total shopping discount based on item prices and discount percentages', 'parameters': {'type': 'object', 'properties': {'items': {'type': 'array', 'items': {'type': 'object', 'properties': {'price': {'type': 'number', 'description': 'The price of the item'}, 'discount_percentage': {'type': 'number', 'description': 'The percentage discount for the item'}}, 'required': ['price', 'discount_percentage']}}}, 'required': ['items']}}"
analyze_fraud_activity,"{'name': 'analyze_fraud_activity', 'description': 'Analyze the fraud activity based on transaction data', 'parameters': {'type': 'object', 'properties': {'transaction_data': {'type': 'array', 'items': {'type': 'object'}, 'description': 'The transaction data to analyze'}}, 'required': ['transaction_data']}}"
sort_list,"{'name': 'sort_list', 'description': 'Sort a list of items', 'parameters': {'type': 'array', 'items': {}, 'description': 'List of items to be sorted'}}"
find_books,"{'name': 'find_books', 'description': 'Find books based on given criteria', 'parameters': {'type': 'object', 'properties': {'title': {'type': 'string', 'description': 'The title of the book'}, 'author': {'type': 'string', 'description': 'The author of the book'}, 'genre': {'type': 'string', 'description': 'The genre of the book'}}, 'required': ['title']}}"
timer,"{'name': 'timer', 'description': 'Set a timer for a specified duration', 'parameters': {'type': 'object', 'properties': {'duration': {'type': 'integer', 'description': 'The duration of the timer in seconds'}}, 'required': ['duration']}}"
get_poetry,"{'name': 'get_poetry', 'description': 'Get a random poem', 'parameters': {}}"
retrieve_movie_details,"{'name': 'retrieve_movie_details', 'description': 'Retrieve details about a movie', 'parameters': {'type': 'object', 'properties': {'title': {'type': 'string', 'description': 'The title of the movie'}, 'year': {'type': 'integer', 'description': 'The release year of the movie'}}, 'required': ['title', 'year']}}"
search_health_symptoms,"{'name': 'search_health_symptoms', 'description': 'Search for health symptoms and get information', 'parameters': {'type': 'object', 'properties': {'symptoms': {'type': 'array', 'items': {'type': 'string'}, 'description': 'Health symptoms to search for'}, 'severity': {'type': 'string', 'description': 'The severity of the symptoms, e.g. mild, severe'}}, 'required': ['symptoms']}}"
check_if_website_is_up,"{'name': 'check_if_website_is_up', 'description': 'Check if a website is currently online', 'parameters': {'type': 'object', 'properties': {'website_url': {'type': 'string', 'description': 'The URL of the website'}}, 'required': ['website_url']}}"
get_daily_stock_price,"{'name': 'get_daily_stock_price', 'description': 'Get the daily stock price for a given stock symbol', 'parameters': {'type': 'object', 'properties': {'symbol': {'type': 'string', 'description': 'The stock symbol, e.g. AAPL (Apple Inc.)'}}, 'required': ['symbol']}}"
find_songs_by_artist,"{'name': 'find_songs_by_artist', 'description': 'Find songs by a specific artist', 'parameters': {'type': 'object', 'properties': {'artist': {'type': 'string', 'description': 'The name of the artist'}, 'genre': {'type': 'string', 'description': 'The genre of the songs'}}, 'required': ['artist']}}"
analyze_user_behavior,"{'name': 'analyze_user_behavior', 'description': 'Analyze user behavior on a website or app', 'parameters': {'type': 'object', 'properties': {'user_id': {'type': 'string', 'description': 'The ID of the user'}}}}"
find_venue,"{'name': 'find_venue', 'description': 'Find venues near a certain location', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location to search near'}, 'category': {'type': 'string', 'description': 'The category of venues to search for'}}, 'required': ['location']}}"
estimate_car_value,"{'name': 'estimate_car_value', 'description': 'Estimate the market value of a car', 'parameters': {'type': 'object', 'properties': {'car_details': {'type': 'object', 'properties': {'make': {'type': 'string', 'description': 'The make of the car'}, 'model': {'type': 'string', 'description': 'The model of the car'}, 'year': {'type': 'integer', 'description': 'The year of the car'}, 'mileage': {'type': 'number', 'description': 'The mileage of the car'}}, 'required': ['make', 'model', 'year', 'mileage']}}, 'required': ['car_details']}}"
calculate_car_lease_payment,"{'name': 'calculate_car_lease_payment', 'description': 'Calculate the monthly car lease payment', 'parameters': {'type': 'object', 'properties': {'car_price': {'type': 'number', 'description': 'The price of the car'}, 'lease_term': {'type': 'integer', 'description': 'The duration of the lease in months'}, 'interest_rate': {'type': 'number', 'description': 'The annual interest rate'}}, 'required': ['car_price', 'lease_term', 'interest_rate']}}"
solve_quadratic_equation,"{'name': 'solve_quadratic_equation', 'description': 'Solve a quadratic equation', 'parameters': {'type': 'object', 'properties': {'a': {'type': 'number', 'description': 'The coefficient of x^2'}, 'b': {'type': 'number', 'description': 'The coefficient of x'}, 'c': {'type': 'number', 'description': 'The constant term'}}, 'required': ['a', 'b', 'c']}}"
calculate_delivery_cost,"{'name': 'calculate_delivery_cost', 'description': 'Calculate the cost of delivery', 'parameters': {'type': 'object', 'properties': {'weight': {'type': 'number', 'description': 'The weight of the package in kilograms'}, 'destination': {'type': 'string', 'description': 'The destination address'}, 'delivery_option': {'type': 'string', 'enum': ['standard', 'express'], 'description': 'The delivery option chosen'}}, 'required': ['weight', 'destination']}}"
write_note,"{'name': 'write_note', 'description': 'Create a new note', 'parameters': {'type': 'object', 'properties': {'title': {'type': 'string', 'description': 'The title of the note'}, 'content': {'type': 'string', 'description': 'The content of the note'}}, 'required': ['title', 'content']}}"
search_flickr_photos,"{'name': 'search_flickr_photos', 'description': 'Search for photos on Flickr', 'parameters': {'type': 'object', 'properties': {'query': {'type': 'string', 'description': 'The search query'}, 'num_results': {'type': 'integer', 'description': 'The number of results required'}}, 'required': ['query', 'num_results']}}"
find_closest_pizza_place,"{'name': 'find_closest_pizza_place', 'description': 'Find the closest pizza place to a given location', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location to search for pizza places'}}, 'required': ['location']}}"
